datetime,datetime,trading_datetime,order_book_id,symbol,side,position_effect,exec_id,tax,commission,last_quantity,last_price,order_id,transaction_cost
2025-05-23 14:25:00,2025-05-23 14:25:00,2025-05-23 14:25:00,10009081,300ETF沽5月3900,BUY,CLOSE_TODAY,17496962770055,0,0.0,100,0.004,17496962770055,0.0
2025-05-26 09:37:00,2025-05-26 09:37:00,2025-05-26 09:37:00,10009074,300ETF购5月4100,SELL,OPEN,17496962770056,0,130.0,100,0.0009,17496962770056,130.0
2025-05-26 09:37:00,2025-05-26 09:37:00,2025-05-26 09:37:00,10009081,300ETF沽5月3900,SELL,OPEN,17496962770057,0,130.0,100,0.0035,17496962770057,130.0
2025-05-26 14:25:00,2025-05-26 14:25:00,2025-05-26 14:25:00,10009074,300ETF购5月4100,BUY,CLOSE_TODAY,17496962770058,0,0.0,100,0.0004,17496962770058,0.0
2025-05-26 14:25:00,2025-05-26 14:25:00,2025-05-26 14:25:00,10009081,300ETF沽5月3900,BUY,CLOSE_TODAY,17496962770059,0,0.0,100,0.0031,17496962770059,0.0
2025-05-27 09:36:00,2025-05-27 09:36:00,2025-05-27 09:36:00,10009074,300ETF购5月4100,SELL,OPEN,17496962770060,0,130.0,100,0.0005,17496962770060,130.0
2025-05-27 09:36:00,2025-05-27 09:36:00,2025-05-27 09:36:00,10009081,300ETF沽5月3900,SELL,OPEN,17496962770061,0,130.0,100,0.0012,17496962770061,130.0
2025-05-27 14:27:00,2025-05-27 14:27:00,2025-05-27 14:27:00,10009074,300ETF购5月4100,BUY,CLOSE_TODAY,17496962770062,0,0.0,100,0.0001,17496962770062,0.0
2025-05-27 14:27:00,2025-05-27 14:27:00,2025-05-27 14:27:00,10009081,300ETF沽5月3900,BUY,CLOSE_TODAY,17496962770063,0,0.0,100,0.001,17496962770063,0.0
2025-05-28 09:35:00,2025-05-28 09:35:00,2025-05-28 09:35:00,10008282,300ETF购6月4000,SELL,OPEN,17496962770064,0,130.0,100,0.0368,17496962770064,130.0
